"","samplename","mouse","day","tissue","VSG","Percent","RPKM","hit_VSG","pct_id_vs_query","pct_id_vs_match","match_VSG_length","assembled_VSG_length","strain","mode","experiment"
"11","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN35_c1_g1_i3_1_99_1584_C3M1_D10_blood_R1",0.00328804263006,21.8350022894,"gnl|BL_ORD_ID|2796 Tbb1125VSG-237 : Complete : 1512nt : contig PacBio-2391",77.1043771044,75.7275132275,1512,1485,"AID","IV","1"
"12","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN178_c0_g1_i1_1_52_1519_C3M1_D10_blood_R1",0.0254784636241,169.195589643,"gnl|BL_ORD_ID|5180 Tbb1125VSG-4744 : Complete : 1485nt : contig PacBio-2602",100,98.7878787879,1485,1467,"AID","IV","1"
"13","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN100_c0_g1_i1_1_0_1376_RC_C3M1_D10_blood_R1",0.0017991782694,11.947856537,"gnl|BL_ORD_ID|3780 Tbb1125VSG-1653 : Complete but atypical GPI site : 1509nt : contig PacBio-253",98.1104651163,89.4632206759,1509,1376,"AID","IV","1"
"14","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN14_c5_g1_i1_1_33_1445_C3M1_D10_blood_R1",0.0194042414969,128.858322467,"gnl|BL_ORD_ID|3079 Tbb1125VSG-534 : Complete but extended : 1542nt : contig PacBio-102",99.8583569405,91.439688716,1542,1412,"AID","IV","1"
"15","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN140_c0_g1_i1_1_70_1378_C3M1_D10_blood_R1",0.00809183395299,53.7356819142,"gnl|BL_ORD_ID|5224 Tbb1125VSG-4785 : Internal partial : 1377nt : contig PacBio-2190",97.8593272171,92.9557007988,1377,1308,"AID","IV","1"
"16","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN120_c0_g1_i1_1_86_1490_RC_C3M1_D10_blood_R1",0.0533494904645,354.279544852,"gnl|BL_ORD_ID|795 Tb427VSG-1255 : GB Accession KC612759 : 1347nt : N-terminus partial : contig4373.",75.7834757835,78.9903489235,1347,1404,"AID","IV","1"
"17","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN168_c0_g1_i1_1_170_1346_C3M1_D10_blood_R1",0.00299425831486,19.8840600674,"gnl|BL_ORD_ID|3383 Tbb1125VSG-1276 : N-terminus partial : 1299nt : contig PacBio-2390",92.1768707483,83.4488067744,1299,1176,"AID","IV","1"
"18","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN127_c0_g1_i1_1_1_1382_RC_C3M1_D10_blood_R1",0.00197702543081,13.1288914606,"gnl|BL_ORD_ID|3827 Tbb1125VSG-1701 : N-terminus partial incomplete : 1347nt : contig Illumina-6817",95.6553222303,98.1426448737,1346,1381,"AID","IV","1"
"19","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN11_c2_g1_i1_1_68_1508_C3M1_D10_blood_R1",0.0185343456693,123.081579424,"gnl|BL_ORD_ID|2937 Tbb1125VSG-380 : Complete : 1440nt : contig PacBio-2320",100,100,1440,1440,"AID","IV","1"
"20","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN59_c0_g1_i1_1_17_1304_C3M1_D10_blood_R1",0.00281369913897,18.6850153886,"gnl|BL_ORD_ID|4726 Tbb1125VSG-3197 : N-terminus partial : 1401nt : contig PacBio-216",99.3783993784,91.2919343326,1401,1287,"AID","IV","1"
"21","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN138_c0_g1_i1_1_2_1507_RC_C3M1_D10_blood_R1",0.25943879015,1722.86287444,"gnl|BL_ORD_ID|2640 Tbb1125VSG-72 : Complete : 1521nt : MC : contig Illumina-7600",100,98.9480604865,1521,1505,"AID","IV","1"
"22","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN184_c0_g1_i1_1_0_1176_RC_C3M1_D10_blood_R1",0.000916153663502,6.08392882658,"gnl|BL_ORD_ID|5319 Tbb1125VSG-4880 : N-terminus partial : 1314nt : contig PacBio-186",100,89.497716895,1314,1176,"AID","IV","1"
"23","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN160_c0_g1_i1_1_331_1483_C3M1_D10_blood_R1",0.00228185432302,15.1531777331,"gnl|BL_ORD_ID|5124 Tbb1125VSG-4689 : Internal partial : 1428nt : contig PacBio-2451",100,80.6722689076,1428,1152,"AID","IV","1"
"24","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN130_c0_g1_i1_1_255_1004_C3M1_D10_blood_R1",0.00127496265928,8.46668237503,"gnl|BL_ORD_ID|2920 Tbb1125VSG-366 : C-terminus partial extended : 1482nt : contig PacBio-150",99.4659546061,50.2699055331,1482,749,"AID","IV","1"
"25","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN163_c0_g1_i1_1_512_1381_C3M1_D10_blood_R1",0.00145995724121,9.69518138631,"gnl|BL_ORD_ID|2684 Tbb1125VSG-131 : Complete : 1590nt : contig PacBio-59",89.8734177215,49.1194968553,1590,869,"AID","IV","1"
"26","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN58_c0_g1_i1_1_37_1384_C3M1_D10_blood_R1",0.00578197486107,38.396532081,"gnl|BL_ORD_ID|2648 Tbb1125VSG-80 : Complete : 1461nt : MC : contig Illumina-7771",99.7772828508,91.9917864476,1461,1347,"AID","IV","1"
"27","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN18_c0_g1_i1_1_117_1812_RC_C3M1_D10_blood_R1",0.0253135113105,168.100185918,"gnl|BL_ORD_ID|4746 Tbb1125VSG-4018 : Complete : 1698nt : contig PacBio-2390",99.4100294985,99.234393404,1698,1695,"AID","IV","1"
"28","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN48_c0_g1_i2_1_48_1629_RC_C3M1_D10_blood_R1",0.00379271670139,25.1864063747,"gnl|BL_ORD_ID|5032 Tbb1125VSG-4302 : N-terminus partial : 1512nt : contig PacBio-273",93.1688804554,97.4206349206,1512,1581,"AID","IV","1"
"29","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN174_c0_g1_i1_1_0_1063_RC_C3M1_D10_blood_R1",0.000916260680798,6.08463949951,"gnl|BL_ORD_ID|2854 Tbb1125VSG-297 : Complete : 1479nt : contig PacBio-176",100,71.8728870859,1479,1063,"AID","IV","1"
"30","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN86_c1_g1_i1_1_8_1448_RC_C3M1_D10_blood_R1",0.0114883012842,76.2907033349,"gnl|BL_ORD_ID|3484 Tbb1125VSG-1373 : Complete : 1467nt : contig PacBio-208",92.7083333333,91.0020449898,1467,1440,"AID","IV","1"
"31","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN55_c0_g1_i4_1_41_1519_C3M1_D10_blood_R1",0.0108084632069,71.7760824358,"gnl|BL_ORD_ID|3082 Tbb1125VSG-537 : Complete but extended : 1512nt : contig PacBio-258",99.1204330176,96.8915343915,1512,1478,"AID","IV","1"
"32","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN183_c0_g1_i1_1_30_1632_RC_C3M1_D10_blood_R1",0.00560184425242,37.2003334015,"gnl|BL_ORD_ID|2683 Tbb1125VSG-130 : Complete : 1593nt : contig PacBio-2320",99.2509363296,99.8116760829,1593,1602,"AID","IV","1"
"33","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN2_c0_g1_i1_1_1619_3011_C3M1_D10_blood_R1",0.68600976997,4555.60544164,"gnl|BL_ORD_ID|2783 Tbb1125VSG-224 : Complete : 1518nt : contig PacBio-2411",78.8793103448,72.3320158103,1518,1392,"AID","IV","1"
"34","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN79_c0_g1_i1_1_0_1300_RC_C3M1_D10_blood_R1",0.0116630364881,77.4510725898,"gnl|BL_ORD_ID|3223 Tbb1125VSG-1128 : N-terminus partial : 1425nt : contig PacBio-195",99.3846153846,90.6666666667,1425,1300,"AID","IV","1"
"35","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN35_c0_g1_i1_1_74_1637_RC_C3M1_D10_blood_R1",0.00975790163246,64.7995870056,"gnl|BL_ORD_ID|3002 Tbb1125VSG-454 : Complete : 1560nt : contig PacBio-148",99.5521433141,99.7435897436,1560,1563,"AID","IV","1"
"36","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN47_c0_g1_i2_1_49_1447_C3M1_D10_blood_R1",0,0,"gnl|BL_ORD_ID|3833 Tbb1125VSG-1707 : Complete but extended : 1491nt : contig PacBio-287",98.7839771102,92.6224010731,1491,1398,"AID","IV","1"
"37","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN95_c0_g1_i1_1_2_1431_RC_C3M1_D10_blood_R1",0.00155342374557,10.3158671761,"gnl|BL_ORD_ID|2645 Tbb1125VSG-77 : Complete : 1467nt : MC : contig Illumina-7163",100,97.4096796183,1467,1429,"AID","IV","1"
"38","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN14_c2_g2_i1_1_65_1474_C3M1_D10_blood_R1",0.0305282207108,202.729661416,"gnl|BL_ORD_ID|4994 Tbb1125VSG-4263 : Complete : 1461nt : contig PacBio-2363",100,96.4407939767,1461,1409,"AID","IV","1"
"39","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN114_c0_g1_i1_1_58_1514_C3M1_D10_blood_R1",0.0119252755881,79.1925315648,"gnl|BL_ORD_ID|3191 Tbb1125VSG-1097 : N-terminus partial : 1455nt : contig PacBio-109",99.1758241758,99.2439862543,1455,1456,"AID","IV","1"
"40","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN19_c0_g1_i10_1_2_1355_RC_C3M1_D10_blood_R1",0.0175863308671,116.786069388,"gnl|BL_ORD_ID|4826 Tbb1125VSG-4098 : Complete but atypical GPI site : 1551nt : contig PacBio-2378",99.1869918699,86.524822695,1551,1353,"AID","IV","1"
"41","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN141_c0_g1_i1_1_2_1333_RC_C3M1_D10_blood_R1",0.0992184806356,658.883109369,"gnl|BL_ORD_ID|2591 Tbb1125VSG-16 : Complete : 1461nt : MC : contig Illumina-328",100,91.1019849418,1461,1331,"AID","IV","1"
"42","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN85_c0_g1_i1_1_28_1515_C3M1_D10_blood_R1",0.00318764789908,21.1683080195,"gnl|BL_ORD_ID|3009 Tbb1125VSG-462 : Complete but extended : 1575nt : contig PacBio-2245",98.5205110962,93.0158730159,1575,1487,"AID","IV","1"
"43","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN11_c0_g1_i1_1_121_1594_C3M1_D10_blood_R1",0.0126118709568,83.7520258098,"gnl|BL_ORD_ID|3073 Tbb1125VSG-528 : Complete but extended : 1566nt : contig PacBio-2363",94.4331296673,88.8250319285,1566,1473,"AID","IV","1"
"44","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN110_c0_g1_i1_1_0_1249_RC_C3M1_D10_blood_R1",0.00149235127892,9.91030143401,"gnl|BL_ORD_ID|3830 Tbb1125VSG-1704 : N-terminus partial : 1377nt : contig PacBio-2266",99.5996797438,90.3413217139,1377,1249,"AID","IV","1"
"45","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN32_c0_g1_i1_1_61_1612_C3M1_D10_blood_R1",0.00699736154012,46.4675864758,"gnl|BL_ORD_ID|3934 Tbb1125VSG-2031 : Internal partial : 1395nt : contig PacBio-2395",78.0786589297,86.8100358423,1395,1551,"AID","IV","1"
"46","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN11_c1_g1_i1_1_96_1497_C3M1_D10_blood_R1",0.0292092907683,193.971004198,"gnl|BL_ORD_ID|2624 Tbb1125VSG-53 : Complete : 1401nt : MC : contig Illumina-169",99.6431120628,99.6431120628,1401,1401,"AID","IV","1"
"47","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN9_c0_g1_i2_1_27_1569_RC_C3M1_D10_blood_R1",0.0812371577877,539.474005009,"gnl|BL_ORD_ID|2750 Tbb1125VSG-190 : Complete : 1542nt : contig PacBio-104",100,100,1542,1542,"AID","IV","1"
"48","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN54_c0_g1_i1_1_15_1674_C3M1_D10_blood_R1",0.018828370429,125.034118373,"gnl|BL_ORD_ID|2682 Tbb1125VSG-129 : Complete : 1596nt : contig PacBio-249",95.4189270645,99.1854636591,1596,1659,"AID","IV","1"
"49","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN26_c0_g1_i1_1_91_1582_C3M1_D10_blood_R1",0.0563593379556,374.267128425,"gnl|BL_ORD_ID|2642 Tbb1125VSG-74 : Complete : 1491nt : MC : contig Illumina-4134",100,100,1491,1491,"AID","IV","1"
"50","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN30_c0_g1_i4_1_37_1573_C3M1_D10_blood_R1",0.0858641381068,570.200530553,"gnl|BL_ORD_ID|2725 Tbb1125VSG-165 : Complete : 1536nt : contig PacBio-2190",99.8697916667,99.8697916667,1536,1536,"AID","IV","1"
"51","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN29_c0_g1_i1_1_83_1382_C3M1_D10_blood_R1",0.104564645876,694.385547563,"gnl|BL_ORD_ID|1743 Tb427VSG-2285 : GB Accession KC611559 : 843nt : C-terminus partial extended : contig2857.",53.9645881447,83.1553973903,843,1299,"AID","IV","1"
"52","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN188_c0_g1_i1_1_36_1456_C3M1_D10_blood_R1",0.00302638055295,20.0973751673,"gnl|BL_ORD_ID|3920 Tbb1125VSG-2014 : C-terminus partial : 1443nt : contig Illumina-7687",99.9295774648,98.3367983368,1443,1420,"AID","IV","1"
"53","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN65_c0_g1_i1_1_111_1560_C3M1_D10_blood_R1",0.0167595178936,111.295427933,"gnl|BL_ORD_ID|252 Tb427VSG-531 : GB Accession KC613658 : 1479nt : Complete : contig90024.",5.17598343685,5.07099391481,1479,1449,"AID","IV","1"
"54","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN25_c0_g1_i1_1_1_1463_RC_C3M1_D10_blood_R1",0.00858767098106,57.0284015839,"gnl|BL_ORD_ID|2799 Tbb1125VSG-240 : Complete but atypical GPI site : 1509nt : contig PacBio-107",99.7948016416,96.6865473824,1509,1462,"AID","IV","1"
"55","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN0_c5_g1_i1_1_191_1733_RC_C3M1_D10_blood_R1",93.5868727883,621485.12398,"gnl|BL_ORD_ID|2772 Tbb1125VSG-211 : Complete : 1527nt : contig PacBio-410",99.0272373541,100,1527,1542,"AID","IV","1"
"56","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN13_c0_g2_i1_1_75_1467_C3M1_D10_blood_R1",0.0917064336265,608.997635822,"gnl|BL_ORD_ID|2625 Tbb1125VSG-54 : Complete : 1392nt : MC : contig Illumina-351",100,100,1392,1392,"AID","IV","1"
"57","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN17_c0_g1_i1_1_60_1422_C3M1_D10_blood_R1",0.149197746644,990.781904639,"gnl|BL_ORD_ID|2623 Tbb1125VSG-51 : Complete : 1407nt : MC : contig Illumina-504",100,96.8017057569,1407,1362,"AID","IV","1"
"58","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN14_c2_g1_i2_1_58_1485_C3M1_D10_blood_R1",0.0325596045689,216.219532498,"gnl|BL_ORD_ID|4947 Tbb1125VSG-4217 : Complete : 1494nt : contig PacBio-253",100,95.515394913,1494,1427,"AID","IV","1"
"59","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN47_c0_g1_i7_1_1_925_C3M1_D10_blood_R1",0.00379665453899,25.2125564897,"gnl|BL_ORD_ID|3833 Tbb1125VSG-1707 : Complete but extended : 1491nt : contig PacBio-287",94.696969697,58.6854460094,1491,924,"AID","IV","1"
"60","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN37_c0_g2_i1_1_1315_2713_C3M1_D10_blood_R1",0.00308057217029,20.4572470491,"gnl|BL_ORD_ID|757 Tb427VSG-1215 : GB Accession KC612722 : 1371nt : N-terminus partial : contig3079.",16.3090128755,16.6301969365,1371,1398,"AID","IV","1"
"61","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN23_c0_g1_i4_1_111_1536_C3M1_D10_blood_R1",0.0157376619938,104.509559129,"gnl|BL_ORD_ID|2599 Tbb1125VSG-26 : Complete : 1425nt : MC : contig Illumina-216",99.5087719298,99.5087719298,1425,1425,"AID","IV","1"
"62","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN75_c0_g1_i2_1_0_1542_RC_C3M1_D10_blood_R1",0.00925889055762,61.4857893492,"gnl|BL_ORD_ID|2631 Tbb1125VSG-62 : Complete : 1551nt : MC : contig Illumina-274",99.5460440986,98.968407479,1551,1542,"AID","IV","1"
"63","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN20_c0_g1_i1_1_2_1474_RC_C3M1_D10_blood_R1",0.0819369867372,544.121379887,"gnl|BL_ORD_ID|2611 Tbb1125VSG-39 : Complete : 1491nt : MC : contig PacBio-677",100,98.7256874581,1491,1472,"AID","IV","1"
"64","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN19_c0_g1_i11_1_2_1311_RC_C3M1_D10_blood_R1",0.00453568587365,30.1202638098,"gnl|BL_ORD_ID|3781 Tbb1125VSG-1654 : Complete : 1551nt : contig PacBio-2451",95.4163483575,80.528691167,1551,1309,"AID","IV","1"
"65","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN175_c0_g1_i1_1_1706_3257_C3M1_D10_blood_R1",0.557382555329,3701.42687946,"gnl|BL_ORD_ID|3015 Tbb1125VSG-468 : Complete almost : 1512nt : contig Illumina-7758",97.2920696325,100,1509,1551,"AID","IV","1"
"66","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN107_c0_g1_i1_1_37_1357_RC_C3M1_D10_blood_R1",0.00635902462224,42.2285635581,"gnl|BL_ORD_ID|4721 Tbb1125VSG-3192 : N-terminus partial : 1320nt : contig PacBio-117",100,100,1320,1320,"AID","IV","1"
"67","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN143_c0_g1_i1_1_167_1655_C3M1_D10_blood_R1",0.0127067131684,84.3818472994,"gnl|BL_ORD_ID|3115 Tbb1125VSG-1026 : Complete but extended but atypical GPI site : 1521nt : contig Illumina-7008",98.9919354839,96.8441814596,1521,1488,"AID","IV","1"
"68","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN14_c4_g1_i4_1_1580_3073_C3M1_D10_blood_R1",0.0262051565476,174.021360909,"gnl|BL_ORD_ID|2594 Tbb1125VSG-21 : Complete : 1452nt : MC : contig Illumina-660",96.0482250502,98.7603305785,1452,1493,"AID","IV","1"
"69","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN142_c0_g1_i1_1_17_1127_RC_C3M1_D10_blood_R1",0.00130333411676,8.65508955488,"gnl|BL_ORD_ID|5176 Tbb1125VSG-4740 : Internal partial : 1401nt : contig PacBio-109",100,79.2291220557,1401,1110,"AID","IV","1"
"70","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN10_c0_g1_i1_1_48_1521_C3M1_D10_blood_R1",0.114402225993,759.714257846,"gnl|BL_ORD_ID|2613 Tbb1125VSG-41 : Complete : 1473nt : MC : contig Illumina-297",100,100,1473,1473,"AID","IV","1"
"71","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN37_c0_g1_i6_1_71_1517_C3M1_D10_blood_R1",0.0178565397353,118.58045344,"gnl|BL_ORD_ID|2596 Tbb1125VSG-23 : Complete : 1446nt : MC : contig Illumina-863",99.3084370678,99.3084370678,1446,1446,"AID","IV","1"
"72","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN86_c0_g1_i2_1_317_1398_C3M1_D10_blood_R1",0.00355331220339,23.5965858188,"gnl|BL_ORD_ID|3954 Tbb1125VSG-2055 : C-terminus partial : 1122nt : contig PacBio-109",100,96.3458110517,1122,1081,"AID","IV","1"
"73","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN33_c0_g2_i1_1_56_1486_C3M1_D10_blood_R1",0.0325862652039,216.396578568,"gnl|BL_ORD_ID|2885 Tbb1125VSG-322 : Complete : 1470nt : contig PacBio-2410",99.7902097902,97.074829932,1470,1430,"AID","IV","1"
"74","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN56_c0_g1_i3_2_12_1482_RC_C3M1_D10_blood_R1",0.0147708314671,98.0890989528,"gnl|BL_ORD_ID|2798 Tbb1125VSG-239 : Complete : 1512nt : contig PacBio-269",99.7959183673,97.0238095238,1512,1470,"AID","IV","1"
"75","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN9_c0_g2_i8_1_1496_3068_C3M1_D10_blood_R1",0.164375228098,1091.57145623,"gnl|BL_ORD_ID|4096 Tbb1125VSG-2564 : N-terminus partial : 1512nt : contig PacBio-102",80.3435114504,83.5317460317,1512,1572,"AID","IV","1"
"76","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN46_c0_g1_i2_1_61_1528_C3M1_D10_blood_R1",0.0303884688775,201.801607268,"gnl|BL_ORD_ID|3943 Tbb1125VSG-2039 : C-terminus partial : 1281nt : contig Illumina-3397",83.5037491479,95.6284153005,1281,1467,"AID","IV","1"
"77","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN29_c0_g1_i2_1_83_1382_C3M1_D10_blood_R1",0.0107132279009,71.1436505124,"gnl|BL_ORD_ID|1743 Tb427VSG-2285 : GB Accession KC611559 : 843nt : C-terminus partial extended : contig2857.",53.9645881447,83.1553973903,843,1299,"AID","IV","1"
"78","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN41_c0_g1_i1_1_78_1591_C3M1_D10_blood_R1",0.0807616211796,536.316094941,"gnl|BL_ORD_ID|718 Tb427VSG-1176 : GB Accession KC612683 : 1395nt : N-terminus partial : contig2779.",68.4732319894,74.2652329749,1395,1513,"AID","IV","1"
"79","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN14_c5_g2_i1_1_111_1526_C3M1_D10_blood_R1",0.0174935113779,116.169680252,"gnl|BL_ORD_ID|2907 Tbb1125VSG-350 : Complete : 1461nt : contig PacBio-2245",99.9293286219,96.7830253251,1461,1415,"AID","IV","1"
"80","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN38_c0_g1_i4_1_67_1492_C3M1_D10_blood_R1",0.0438000152069,290.864061061,"gnl|BL_ORD_ID|2951 Tbb1125VSG-393 : Complete : 1425nt : contig Illumina-7844",99.4385964912,99.4385964912,1425,1425,"AID","IV","1"
"81","C3M1_D10_blood_R1.fastq","C3M1","D10","blood","TRINITY_DN14_c3_g1_i3_1_2_1420_RC_C3M1_D10_blood_R1",0.0473854997958,314.674294995,"gnl|BL_ORD_ID|2882 Tbb1125VSG-319 : Complete : 1470nt : contig PacBio-406",100,96.462585034,1470,1418,"AID","IV","1"
