"","samplename","mouse","day","tissue","VSG","Percent","RPKM","hit_VSG","pct_id_vs_query","pct_id_vs_match","match_VSG_length","assembled_VSG_length","strain","mode"
"11","M12_D6_Ear","M12","D6","Ear","TRINITY_DN89_c0_g1_i1_1_16_1477_RC_M12_D6_Ear",0.0157530544878,106.987869759,"gnl|BL_ORD_ID|2591 Tbb1125VSG-16 : Complete : 1461nt : MC : contig Illumina-328",100,100,1461,1461,"WT","IV"
"12","M12_D6_Ear","M12","D6","Ear","TRINITY_DN31_c0_g2_i1_1_155_1643_M12_D6_Ear",0.0494706795909,335.983261474,"gnl|BL_ORD_ID|2832 Tbb1125VSG-276 : Complete : 1488nt : contig Illumina-6517",100,100,1488,1488,"WT","IV"
"13","M12_D6_Ear","M12","D6","Ear","TRINITY_DN111_c0_g1_i1_1_1_736_RC_M12_D6_Ear",0.00430076901963,29.2089458646,"gnl|BL_ORD_ID|3073 Tbb1125VSG-528 : Complete but extended : 1566nt : contig PacBio-2363",100,46.9348659004,1566,735,"WT","IV"
"14","M12_D6_Ear","M12","D6","Ear","TRINITY_DN6_c0_g1_i2_1_210_1602_M12_D6_Ear",1.69361577177,11502.2990464,"gnl|BL_ORD_ID|2971 Tbb1125VSG-421 : Complete : 1392nt : contig PacBio-2904",99.7844827586,99.7844827586,1392,1392,"WT","IV"
"15","M12_D6_Ear","M12","D6","Ear","TRINITY_DN132_c0_g2_i1_1_2_1598_RC_M12_D6_Ear",2.13951339052,14530.6410354,"gnl|BL_ORD_ID|4779 Tbb1125VSG-4052 : Complete : 1581nt : contig PacBio-229",97.3684210526,98.2922201139,1581,1596,"WT","IV"
"16","M12_D6_Ear","M12","D6","Ear","TRINITY_DN23_c0_g1_i1_1_0_1145_RC_M12_D6_Ear",0.0410000665184,278.454554969,"gnl|BL_ORD_ID|3781 Tbb1125VSG-1654 : Complete : 1551nt : contig PacBio-2451",100,73.8233397808,1551,1145,"WT","IV"
"17","M12_D6_Ear","M12","D6","Ear","TRINITY_DN60_c0_g1_i2_1_49_1466_M12_D6_Ear",0.0193604285122,131.487579488,"gnl|BL_ORD_ID|3833 Tbb1125VSG-1707 : Complete but extended : 1491nt : contig PacBio-287",97.3888496824,92.555331992,1491,1417,"WT","IV"
"18","M12_D6_Ear","M12","D6","Ear","TRINITY_DN5_c0_g2_i1_1_165_1662_M12_D6_Ear",1.34836199947,9157.48613069,"gnl|BL_ORD_ID|2616 Tbb1125VSG-43.1 : Complete : 1497nt : Duplicate : contig Illumina-5219",100,100,1497,1497,"WT","IV"
"19","M12_D6_Ear","M12","D6","Ear","TRINITY_DN53_c0_g1_i1_1_2_1417_RC_M12_D6_Ear",0.0222780754755,151.302964089,"gnl|BL_ORD_ID|2885 Tbb1125VSG-322 : Complete : 1470nt : contig PacBio-2410",99.9293286219,96.1904761905,1470,1415,"WT","IV"
"20","M12_D6_Ear","M12","D6","Ear","TRINITY_DN112_c0_g1_i1_1_52_1492_M12_D6_Ear",0.0887139766916,602.506605399,"gnl|BL_ORD_ID|5180 Tbb1125VSG-4744 : Complete : 1485nt : contig PacBio-2602",99.6527777778,96.632996633,1485,1440,"WT","IV"
"21","M12_D6_Ear","M12","D6","Ear","TRINITY_DN158_c0_g1_i1_1_16_1387_RC_M12_D6_Ear",0.00581187374352,39.4717095412,"gnl|BL_ORD_ID|2633 Tbb1125VSG-64 : Complete : 1371nt : MC : contig Illumina-842",99.708242159,99.708242159,1371,1371,"WT","IV"
"22","M12_D6_Ear","M12","D6","Ear","TRINITY_DN21_c0_g1_i4_1_75_1428_M12_D6_Ear",0.014457799344,98.1910622107,"gnl|BL_ORD_ID|5147 Tbb1125VSG-4710 : Internal partial : 1416nt : contig PacBio-102",91.4264597191,87.3587570621,1416,1353,"WT","IV"
"23","M12_D6_Ear","M12","D6","Ear","TRINITY_DN62_c0_g1_i1_1_3_1275_RC_M12_D6_Ear",0.00373172378523,25.344239025,"gnl|BL_ORD_ID|2609 Tbb1125VSG-37 : Complete almost but atypical GPI site : 1554nt : MC : contig Illumina-344",91.8238993711,75.3062540297,1551,1272,"WT","IV"
"24","M12_D6_Ear","M12","D6","Ear","TRINITY_DN139_c0_g1_i1_1_0_1514_RC_M12_D6_Ear",0.0108925680127,73.9775672578,"gnl|BL_ORD_ID|2757 Tbb1125VSG-196.1 : Complete : 1536nt : Duplicate : contig PacBio-2190",99.2073976222,97.7864583333,1536,1514,"WT","IV"
"25","M12_D6_Ear","M12","D6","Ear","TRINITY_DN156_c0_g1_i1_1_1_1297_RC_M12_D6_Ear",0.00956242597348,64.9438231441,"gnl|BL_ORD_ID|3062 Tbb1125VSG-514 : Complete : 1350nt : contig PacBio-2367",100,96,1350,1296,"WT","IV"
"26","M12_D6_Ear","M12","D6","Ear","TRINITY_DN153_c0_g1_i1_1_98_978_M12_D6_Ear",0.00579636665659,39.3663921758,"gnl|BL_ORD_ID|2595 Tbb1125VSG-22 : Complete : 1449nt : MC : contig Illumina-298",99.4318181818,60.38647343,1449,880,"WT","IV"
"27","M12_D6_Ear","M12","D6","Ear","TRINITY_DN48_c0_g1_i1_1_88_1649_M12_D6_Ear",0.0447600049585,303.990415613,"gnl|BL_ORD_ID|2639 Tbb1125VSG-71 : Complete : 1527nt : MC : contig Illumina-5072",96.5406790519,98.6902423052,1527,1561,"WT","IV"
"28","M12_D6_Ear","M12","D6","Ear","TRINITY_DN11_c0_g1_i5_1_87_1200_M12_D6_Ear",0.047954292161,325.684619963,"gnl|BL_ORD_ID|2882 Tbb1125VSG-319 : Complete : 1470nt : contig PacBio-406",67.115902965,50.8163265306,1470,1113,"WT","IV"
"29","M12_D6_Ear","M12","D6","Ear","TRINITY_DN37_c0_g1_i1_1_82_1114_M12_D6_Ear",0.00723270560798,49.1213793613,"gnl|BL_ORD_ID|3261 Tbb1125VSG-1161 : N-terminus partial : 1407nt : contig PacBio-2290",98.0620155039,71.9260838664,1407,1032,"WT","IV"
"30","M12_D6_Ear","M12","D6","Ear","TRINITY_DN101_c0_g1_i1_1_97_1393_M12_D6_Ear",0.477575017107,3243.48105125,"gnl|BL_ORD_ID|3223 Tbb1125VSG-1128 : N-terminus partial : 1425nt : contig PacBio-195",99.0740740741,90.1052631579,1425,1296,"WT","IV"
"31","M12_D6_Ear","M12","D6","Ear","TRINITY_DN9_c0_g1_i4_1_1620_3012_M12_D6_Ear",0.185300853426,1258.48251131,"gnl|BL_ORD_ID|2783 Tbb1125VSG-224 : Complete : 1518nt : contig PacBio-2411",78.8793103448,72.3320158103,1518,1392,"WT","IV"
"32","M12_D6_Ear","M12","D6","Ear","TRINITY_DN31_c0_g1_i1_1_51_1476_M12_D6_Ear",0.0246958270492,167.723277412,"gnl|BL_ORD_ID|4815 Tbb1125VSG-4087 : N-terminus partial : 1563nt : contig PacBio-142",94.1052631579,85.7965451056,1563,1425,"WT","IV"
"33","M12_D6_Ear","M12","D6","Ear","TRINITY_DN130_c0_g1_i1_1_206_1598_RC_M12_D6_Ear",0.342081274047,2323.26669239,"gnl|BL_ORD_ID|2625 Tbb1125VSG-54 : Complete : 1392nt : MC : contig Illumina-351",100,100,1392,1392,"WT","IV"
"34","M12_D6_Ear","M12","D6","Ear","TRINITY_DN122_c0_g1_i1_1_33_1395_M12_D6_Ear",0.0237118779767,161.040724812,"gnl|BL_ORD_ID|2623 Tbb1125VSG-51 : Complete : 1407nt : MC : contig Illumina-504",99.9265785609,96.7306325515,1407,1362,"WT","IV"
"35","M12_D6_Ear","M12","D6","Ear","TRINITY_DN117_c0_g1_i1_1_2_1422_RC_M12_D6_Ear",0.0122782938326,83.3888121472,"gnl|BL_ORD_ID|3943 Tbb1125VSG-2039 : C-terminus partial : 1281nt : contig Illumina-3397",83.9436619718,93.0523028884,1281,1420,"WT","IV"
"36","M12_D6_Ear","M12","D6","Ear","TRINITY_DN11_c0_g1_i12_1_87_1554_M12_D6_Ear",0.158445333815,1076.09154474,"gnl|BL_ORD_ID|2882 Tbb1125VSG-319 : Complete : 1470nt : contig PacBio-406",98.7048398091,98.5034013605,1470,1467,"WT","IV"
"37","M12_D6_Ear","M12","D6","Ear","TRINITY_DN40_c0_g1_i1_1_1_1445_RC_M12_D6_Ear",0.0114753779838,77.9357581807,"gnl|BL_ORD_ID|4977 Tbb1125VSG-4247 : Complete but extended : 1470nt : contig PacBio-237",99.3074792244,97.5510204082,1470,1444,"WT","IV"
"38","M12_D6_Ear","M12","D6","Ear","TRINITY_DN14_c0_g1_i1_1_8_1511_RC_M12_D6_Ear",0.0290125589237,197.040636019,"gnl|BL_ORD_ID|3080 Tbb1125VSG-535 : Complete but extended : 1533nt : contig PacBio-2245",97.2721224218,95.3685583823,1533,1503,"WT","IV"
"39","M12_D6_Ear","M12","D6","Ear","TRINITY_DN114_c0_g1_i1_1_0_1503_RC_M12_D6_Ear",0.0119613504931,81.2362713335,"gnl|BL_ORD_ID|2734 Tbb1125VSG-174 : Complete : 1551nt : contig PacBio-249",99.2681304059,96.196002579,1551,1503,"WT","IV"
"40","M12_D6_Ear","M12","D6","Ear","TRINITY_DN12_c0_g1_i1_1_98_1565_M12_D6_Ear",0.0438063130519,297.513356477,"gnl|BL_ORD_ID|4096 Tbb1125VSG-2564 : N-terminus partial : 1512nt : contig PacBio-102",85.4124062713,82.8703703704,1512,1467,"WT","IV"
"41","M12_D6_Ear","M12","D6","Ear","TRINITY_DN80_c0_g1_i1_1_0_546_RC_M12_D6_Ear",0.00455372142214,30.9268881669,"gnl|BL_ORD_ID|6 Tb427VSG-8 : GB Accession AY935574 : 1401nt : Complete : contig90003.",100,38.9721627409,1401,546,"WT","IV"
"42","M12_D6_Ear","M12","D6","Ear","TRINITY_DN8_c0_g1_i4_1_1556_3038_M12_D6_Ear",0.245606212498,1668.0501864,"gnl|BL_ORD_ID|4947 Tbb1125VSG-4217 : Complete : 1494nt : contig PacBio-253",99.8650472335,99.06291834,1494,1482,"WT","IV"
"43","M12_D6_Ear","M12","D6","Ear","TRINITY_DN154_c0_g1_i1_2_0_1313_RC_M12_D6_Ear",1.06839238562,7256.05472217,"gnl|BL_ORD_ID|2772 Tbb1125VSG-211 : Complete : 1527nt : contig PacBio-410",98.8575780655,85.0032743942,1527,1313,"WT","IV"
"44","M12_D6_Ear","M12","D6","Ear","TRINITY_DN45_c0_g1_i1_1_400_1525_M12_D6_Ear",0.00413955908889,28.1140783844,"gnl|BL_ORD_ID|4746 Tbb1125VSG-4018 : Complete : 1698nt : contig PacBio-2390",86.9333333333,57.5971731449,1698,1125,"WT","IV"
"45","M12_D6_Ear","M12","D6","Ear","TRINITY_DN1_c0_g1_i4_1_67_1501_M12_D6_Ear",5.34941125965,36330.866219,"gnl|BL_ORD_ID|2630 Tbb1125VSG-60 : Complete : 1434nt : MC : contig Illumina-12",100,100,1434,1434,"WT","IV"
"46","M12_D6_Ear","M12","D6","Ear","TRINITY_DN1_c11_g1_i1_1_1811_3323_M12_D6_Ear",83.8776285762,569660.2401,"gnl|BL_ORD_ID|4884 Tbb1125VSG-4156 : N-terminus partial : 1521nt : contig PacBio-117",87.3015873016,86.7850098619,1521,1512,"WT","IV"
"47","M12_D6_Ear","M12","D6","Ear","TRINITY_DN8_c1_g1_i1_1_47_1520_M12_D6_Ear",0.093907149161,637.776365954,"gnl|BL_ORD_ID|3801 Tbb1125VSG-1674 : Complete : 1473nt : contig PacBio-307",100,100,1473,1473,"WT","IV"
"48","M12_D6_Ear","M12","D6","Ear","TRINITY_DN70_c0_g1_i1_1_89_1470_M12_D6_Ear",0.0158317257575,107.522170683,"gnl|BL_ORD_ID|2977 Tbb1125VSG-430 : Complete : 1383nt : contig PacBio-2363",99.7103548154,99.5661605206,1383,1381,"WT","IV"
"49","M12_D6_Ear","M12","D6","Ear","TRINITY_DN7_c0_g1_i1_1_65_1364_M12_D6_Ear",0.172455683916,1171.24372701,"gnl|BL_ORD_ID|1743 Tb427VSG-2285 : GB Accession KC611559 : 843nt : C-terminus partial extended : contig2857.",53.9645881447,83.1553973903,843,1299,"WT","IV"
"50","M12_D6_Ear","M12","D6","Ear","TRINITY_DN106_c0_g1_i1_1_1483_2889_M12_D6_Ear",0.0154645060002,105.028174385,"gnl|BL_ORD_ID|3082 Tbb1125VSG-537 : Complete but extended : 1512nt : contig PacBio-258",99.786628734,92.791005291,1512,1406,"WT","IV"
"51","M12_D6_Ear","M12","D6","Ear","TRINITY_DN155_c0_g1_i1_1_57_1536_M12_D6_Ear",0.183016000796,1242.96478961,"gnl|BL_ORD_ID|2853 Tbb1125VSG-296 : Complete : 1479nt : contig PacBio-208",100,100,1479,1479,"WT","IV"
"52","M12_D6_Ear","M12","D6","Ear","TRINITY_DN4_c0_g1_i1_1_94_1428_M12_D6_Ear",0.605292047539,4110.87937255,"gnl|BL_ORD_ID|3026 Tbb1125VSG-479 : Complete : 1524nt : contig PacBio-2320",99.6251874063,87.2047244094,1524,1334,"WT","IV"
"53","M12_D6_Ear","M12","D6","Ear","TRINITY_DN141_c0_g1_i1_1_136_1595_M12_D6_Ear",0.0877496943362,595.957620558,"gnl|BL_ORD_ID|3044 Tbb1125VSG-496 : Complete : 1473nt : contig PacBio-2411",98.3550376971,97.4202308215,1473,1459,"WT","IV"
"54","M12_D6_Ear","M12","D6","Ear","TRINITY_DN12_c0_g2_i1_1_172_1714_M12_D6_Ear",0.280327090747,1903.85923556,"gnl|BL_ORD_ID|2750 Tbb1125VSG-190 : Complete : 1542nt : contig PacBio-104",99.8054474708,99.8054474708,1542,1542,"WT","IV"
"55","M12_D6_Gon_Fat","M12","D6","Gon","TRINITY_DN0_c0_g1_i1_1_1750_3262_M12_D6_Gon_Fat",93.2370368202,630805.629548,"gnl|BL_ORD_ID|4884 Tbb1125VSG-4156 : N-terminus partial : 1521nt : contig PacBio-117",87.3015873016,86.7850098619,1521,1512,"WT","IV"
"56","M12_D6_Gon_Fat","M12","D6","Gon","TRINITY_DN145_c0_g1_i1_1_127_1582_RC_M12_D6_Gon_Fat",0.0269375385028,182.248937903,"gnl|BL_ORD_ID|3943 Tbb1125VSG-2039 : C-terminus partial : 1281nt : contig Illumina-3397",84.3298969072,95.7845433255,1281,1455,"WT","IV"
"57","M12_D6_Gon_Fat","M12","D6","Gon","TRINITY_DN97_c0_g1_i1_1_2_1288_RC_M12_D6_Gon_Fat",0.00559728174414,37.8690373996,"gnl|BL_ORD_ID|5301 Tbb1125VSG-4862 : Complete : 1329nt : contig PacBio-276",100,96.7644845749,1329,1286,"WT","IV"
"58","M12_D6_Gon_Fat","M12","D6","Gon","TRINITY_DN188_c0_g1_i1_1_32_1481_M12_D6_Gon_Fat",0.166436103763,1126.04212655,"gnl|BL_ORD_ID|2595 Tbb1125VSG-22 : Complete : 1449nt : MC : contig Illumina-298",100,100,1449,1449,"WT","IV"
"59","M12_D6_Gon_Fat","M12","D6","Gon","TRINITY_DN13_c0_g1_i1_1_158_1550_M12_D6_Gon_Fat",0.153780711125,1040.42064829,"gnl|BL_ORD_ID|2971 Tbb1125VSG-421 : Complete : 1392nt : contig PacBio-2904",99.7844827586,99.7844827586,1392,1392,"WT","IV"
"60","M12_D6_Gon_Fat","M12","D6","Gon","TRINITY_DN224_c0_g1_i1_1_1_1165_RC_M12_D6_Gon_Fat",0.00384758495121,26.0312675109,"gnl|BL_ORD_ID|2876 Tbb1125VSG-313 : Complete : 1473nt : contig Illumina-7014",99.9140893471,78.9545145961,1473,1164,"WT","IV"
"61","M12_D6_Gon_Fat","M12","D6","Gon","TRINITY_DN105_c0_g1_i1_1_1436_2772_M12_D6_Gon_Fat",6.40636395976,43342.9738715,"gnl|BL_ORD_ID|2772 Tbb1125VSG-211 : Complete : 1527nt : contig PacBio-410",98.877245509,86.5094957433,1527,1336,"WT","IV"
"62","M12_D6_Heart","M12","D6","Heart","TRINITY_DN140_c0_g1_i1_1_2_1400_RC_M12_D6_Heart",0.0287561008047,182.700971546,"gnl|BL_ORD_ID|6 Tb427VSG-8 : GB Accession AY935574 : 1401nt : Complete : contig90003.",100,99.7858672377,1401,1398,"WT","IV"
"63","M12_D6_Heart","M12","D6","Heart","TRINITY_DN118_c0_g1_i1_1_55_1648_M12_D6_Heart",99.9712438992,635164.117384,"gnl|BL_ORD_ID|4884 Tbb1125VSG-4156 : N-terminus partial : 1521nt : contig PacBio-117",82.8625235405,86.7850098619,1521,1593,"WT","IV"
"64","M12_D6_Lung","M12","D6","Lung","TRINITY_DN11_c0_g1_i1_2_84_1533_RC_M12_D6_Lung",0.0579362469462,390.024522572,"gnl|BL_ORD_ID|252 Tb427VSG-531 : GB Accession KC613658 : 1479nt : Complete : contig90024.",5.17598343685,5.07099391481,1479,1449,"WT","IV"
"65","M12_D6_Lung","M12","D6","Lung","TRINITY_DN68_c0_g1_i1_1_79_1531_RC_M12_D6_Lung",0.00663836230668,44.6891924451,"gnl|BL_ORD_ID|5099 Tbb1125VSG-4564 : N-terminus partial incomplete : 1308nt : contig PacBio-2373",90.0137741047,100,1307,1452,"WT","IV"
"66","M12_D6_Lung","M12","D6","Lung","TRINITY_DN69_c0_g1_i1_2_0_1336_RC_M12_D6_Lung",3.16911106693,21334.3303374,"gnl|BL_ORD_ID|2772 Tbb1125VSG-211 : Complete : 1527nt : contig PacBio-410",98.877245509,86.5094957433,1527,1336,"WT","IV"
"67","M12_D6_Lung","M12","D6","Lung","TRINITY_DN1_c0_g1_i1_1_1750_3262_M12_D6_Lung",96.5370717534,649883.748185,"gnl|BL_ORD_ID|4884 Tbb1125VSG-4156 : N-terminus partial : 1521nt : contig PacBio-117",87.3015873016,86.7850098619,1521,1512,"WT","IV"
"68","M12_D6_Lung","M12","D6","Lung","TRINITY_DN119_c0_g1_i1_1_2_1394_RC_M12_D6_Lung",0.014759849994,99.3627262822,"gnl|BL_ORD_ID|2876 Tbb1125VSG-313 : Complete : 1473nt : contig Illumina-7014",100,94.5010183299,1473,1392,"WT","IV"
"69","M12_D6_Lung","M12","D6","Lung","TRINITY_DN129_c0_g1_i1_1_42_974_M12_D6_Lung",0.00347308257958,23.3806545359,"gnl|BL_ORD_ID|2595 Tbb1125VSG-22 : Complete : 1449nt : MC : contig Illumina-298",99.678111588,64.1131815045,1449,932,"WT","IV"
"70","M12_D6_Lung","M12","D6","Lung","TRINITY_DN79_c0_g1_i1_1_0_951_RC_M12_D6_Lung",0.00325750154739,21.9293715553,"gnl|BL_ORD_ID|2909 Tbb1125VSG-353 : Complete : 1461nt : contig Illumina-7825",100,65.0924024641,1461,951,"WT","IV"
"71","M12_D6_Lung","M12","D6","Lung","TRINITY_DN76_c0_g1_i1_1_60_1410_M12_D6_Lung",0.0110076882699,74.1033219853,"gnl|BL_ORD_ID|3062 Tbb1125VSG-514 : Complete : 1350nt : contig PacBio-2367",100,100,1350,1350,"WT","IV"
"72","M12_D6_Lung","M12","D6","Lung","TRINITY_DN44_c0_g1_i1_1_93_1485_RC_M12_D6_Lung",0.04317461105,290.649773667,"gnl|BL_ORD_ID|2625 Tbb1125VSG-54 : Complete : 1392nt : MC : contig Illumina-351",100,100,1392,1392,"WT","IV"
"73","M12_D6_Lung","M12","D6","Lung","TRINITY_DN134_c0_g1_i1_1_2_1115_RC_M12_D6_Lung",0.00388518100461,26.1548848312,"gnl|BL_ORD_ID|2971 Tbb1125VSG-421 : Complete : 1392nt : contig PacBio-2904",99.730458221,79.7413793103,1392,1113,"WT","IV"
"74","M12_D6_Lung","M12","D6","Lung","TRINITY_DN109_c0_g1_i1_1_68_1460_M12_D6_Lung",0.0435362696085,293.084444776,"gnl|BL_ORD_ID|2783 Tbb1125VSG-224 : Complete : 1518nt : contig PacBio-2411",78.6637931034,72.1343873518,1518,1392,"WT","IV"
"75","M12_D6_Lung","M12","D6","Lung","TRINITY_DN9_c0_g1_i1_1_58_1499_M12_D6_Lung",0.0969296845812,652.526802211,"gnl|BL_ORD_ID|3943 Tbb1125VSG-2039 : C-terminus partial : 1281nt : contig Illumina-3397",84.1776544067,94.6916471507,1281,1441,"WT","IV"
"76","M12_D6_Lung","M12","D6","Lung","TRINITY_DN141_c0_g1_i1_1_169_1498_M12_D6_Lung",0.00921870174976,62.0599355016,"gnl|BL_ORD_ID|5301 Tbb1125VSG-4862 : Complete : 1329nt : contig PacBio-276",100,100,1329,1329,"WT","IV"
"77","M12_D6_Sub_Cu","M12","D6","Sub","TRINITY_DN65_c0_g1_i1_1_82_1546_M12_D6_Sub_Cu",0.0115765123317,72.3342562436,"gnl|BL_ORD_ID|4994 Tbb1125VSG-4263 : Complete : 1461nt : contig PacBio-2363",98.7021857923,98.9048596851,1461,1464,"WT","IV"
"78","M12_D6_Sub_Cu","M12","D6","Sub","TRINITY_DN237_c0_g1_i2_1_56_1418_RC_M12_D6_Sub_Cu",0.00884082571349,55.2406920361,"gnl|BL_ORD_ID|2623 Tbb1125VSG-51 : Complete : 1407nt : MC : contig Illumina-504",100,96.8017057569,1407,1362,"WT","IV"
"79","M12_D6_Sub_Cu","M12","D6","Sub","TRINITY_DN28_c0_g1_i1_1_114_1506_M12_D6_Sub_Cu",0.046927935672,293.222796869,"gnl|BL_ORD_ID|2971 Tbb1125VSG-421 : Complete : 1392nt : contig PacBio-2904",99.7126436782,99.7126436782,1392,1392,"WT","IV"
"80","M12_D6_Sub_Cu","M12","D6","Sub","TRINITY_DN207_c0_g1_i1_1_85_1400_M12_D6_Sub_Cu",0.0424662171419,265.344357993,"gnl|BL_ORD_ID|2772 Tbb1125VSG-211 : Complete : 1527nt : contig PacBio-410",98.8593155894,85.1342501637,1527,1315,"WT","IV"
"81","M12_D6_Sub_Cu","M12","D6","Sub","TRINITY_DN6_c0_g1_i1_1_5_1472_M12_D6_Sub_Cu",0.0306818790328,191.711530763,"gnl|BL_ORD_ID|3943 Tbb1125VSG-2039 : C-terminus partial : 1281nt : contig Illumina-3397",80.572597137,92.2716627635,1281,1467,"WT","IV"
"82","M12_D6_Sub_Cu","M12","D6","Sub","TRINITY_DN201_c0_g1_i1_1_0_1513_RC_M12_D6_Sub_Cu",0.00688763838161,43.0364677491,"gnl|BL_ORD_ID|718 Tb427VSG-1176 : GB Accession KC612683 : 1395nt : N-terminus partial : contig2779.",68.6715135492,74.4802867384,1395,1513,"WT","IV"
"83","M12_D6_Sub_Cu","M12","D6","Sub","TRINITY_DN6_c1_g1_i1_1_91_1555_M12_D6_Sub_Cu",0.132198658172,826.025260574,"gnl|BL_ORD_ID|2634 Tbb1125VSG-65 : Complete : 1464nt : MC : contig Illumina-227",100,100,1464,1464,"WT","IV"
"84","M12_D6_Sub_Cu","M12","D6","Sub","TRINITY_DN0_c13_g2_i1_1_327_1947_RC_M12_D6_Sub_Cu",99.7037775169,622985.436783,"gnl|BL_ORD_ID|4884 Tbb1125VSG-4156 : N-terminus partial : 1521nt : contig PacBio-117",81.4814814815,86.7850098619,1521,1620,"WT","IV"
"85","M12_D6_Sub_Cu","M12","D6","Sub","TRINITY_DN43_c0_g1_i1_1_75_1524_RC_M12_D6_Sub_Cu",0.0166428166243,103.990366687,"gnl|BL_ORD_ID|2595 Tbb1125VSG-22 : Complete : 1449nt : MC : contig Illumina-298",99.7929606625,99.7929606625,1449,1449,"WT","IV"
"86","M12_D6_blood","M12","D6","blood","TRINITY_DN598_c0_g1_i1_1_2_642_RC_M12_D6_blood",0.00356451944779,22.2670550865,"gnl|BL_ORD_ID|5099 Tbb1125VSG-4564 : N-terminus partial incomplete : 1308nt : contig PacBio-2373",100,48.9671002295,1307,640,"WT","IV"
"87","M12_D6_blood","M12","D6","blood","TRINITY_DN753_c0_g1_i1_1_2_988_RC_M12_D6_blood",0.00197117556846,12.3136584359,"gnl|BL_ORD_ID|4982 Tbb1125VSG-4251 : Complete but atypical GPI site : 1470nt : contig PacBio-117",100,67.074829932,1470,986,"WT","IV"
"88","M12_D6_blood","M12","D6","blood","TRINITY_DN513_c0_g1_i1_1_33_1653_M12_D6_blood",99.9113299437,624132.122215,"gnl|BL_ORD_ID|4884 Tbb1125VSG-4156 : N-terminus partial : 1521nt : contig PacBio-117",81.4814814815,86.7850098619,1521,1620,"WT","IV"
"89","M12_D6_blood","M12","D6","blood","TRINITY_DN380_c0_g1_i1_1_3_1332_RC_M12_D6_blood",0.0121098425972,75.6484951623,"gnl|BL_ORD_ID|5301 Tbb1125VSG-4862 : Complete : 1329nt : contig PacBio-276",100,100,1329,1329,"WT","IV"
